title, url, img, ingredient
"Sun Dried Tomato, Kale, and White Bean Skillet","https://www.budgetbytes.com/sun-dried-tomato-kale-and-white-bean-skillet/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Plate-of-Sun-Dried-Tomato-Kale-and-White-Bean-Skillet-347x260.jpg","garlic, minced"
"Sun Dried Tomato, Kale, and White Bean Skillet","https://www.budgetbytes.com/sun-dried-tomato-kale-and-white-bean-skillet/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Plate-of-Sun-Dried-Tomato-Kale-and-White-Bean-Skillet-347x260.jpg","fresh kale, chopped*"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","sweet potatoes (about 1 lb. each)"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","olive oil, divided"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","jerk seasoning (or seasoning salt of choice)"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","garlic"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","red bell pepper"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","black beans, drained"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","cumin"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","salt, divided"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","lime, zested and juiced"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","sour cream"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","chipotle powder"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","garlic powder"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","jalapeño (optional), sliced thin"
"Loaded Sweet Potatoes with Chipotle Lime Crema","https://www.budgetbytes.com/loaded-sweet-potatoes-with-chipotle-lime-crema/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Loaded-Sweet-Potatoes-single-347x260.jpg","green onion, sliced"
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","cauliflower "
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","red onion"
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","olive oil"
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","salt and pepper"
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","butter"
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","garlic, minced"
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","turmeric"
"Roasted Cauliflower and Quinoa Salad","https://www.budgetbytes.com/roasted-cauliflower-and-quinoa-salad/","https://www.budgetbytes.com/wp-content/uploads/2019/01/Roasted-Cauliflower-and-Quinoa-Salad-above-347x260.jpg","cumin"
